Crime Latitude,Crime Longitude,Borough,Crime Type,Severity,Time of Crime,Time of Suspect Apprehension,Apprehension Location
51.495589,-0.072494,City of London,Burglary,Medium,2024-07-03 06:01:00,2024-07-03 23:01:00,"(51.483169, -0.070754)"
51.497378,-0.104161,Hackney,Bicycle theft,Low,2024-10-03 02:23:00,2024-10-04 01:23:00,"(51.48368, -0.089326)"
51.507964,-0.088187,Southwark,Burglary,Medium,2024-01-03 14:42:00,2024-01-03 20:42:00,"(51.526801, -0.080436)"
51.484529,-0.105084,City of London,Bicycle theft,Low,2024-11-06 14:01:00,2024-11-08 10:01:00,"(51.516679, -0.100554)"
51.523401,-0.096022,Tower Hamlets,Burglary,Medium,2024-01-18 02:20:00,2024-01-19 14:20:00,"(51.488867, -0.093267)"
51.485732,-0.083545,Westminster,Violence and sexual offences,High,2024-06-09 22:05:00,2024-06-10 11:05:00,"(51.48668, -0.110082)"
51.486961,-0.08919,Southwark,Robbery,High,2024-05-07 21:06:00,2024-05-08 00:06:00,"(51.482691, -0.086487)"
51.506347,-0.083971,City of London,Drugs,Medium,2024-11-10 02:54:00,2024-11-12 02:54:00,"(51.508067, -0.080317)"
51.524459,-0.077858,Westminster,Shoplifting,Low,2024-05-05 11:13:00,2024-05-05 22:13:00,"(51.520862, -0.091158)"
51.523111,-0.106142,Southwark,Bicycle theft,Low,2024-09-13 19:14:00,2024-09-14 01:14:00,"(51.492965, -0.08984)"
51.491327,-0.110553,Westminster,Theft,Low,2024-10-15 15:26:00,2024-10-16 20:26:00,"(51.481311, -0.115335)"
51.516964,-0.079213,Hackney,Shoplifting,Low,2024-02-04 09:38:00,2024-02-05 16:38:00,"(51.508765, -0.088545)"
51.498358,-0.100559,Tower Hamlets,Shoplifting,Low,2024-01-26 05:33:00,2024-01-27 10:33:00,"(51.490891, -0.081052)"
51.518302,-0.072107,Hackney,Robbery,High,2024-12-05 18:27:00,2024-12-06 20:27:00,"(51.486472, -0.091391)"
51.496565,-0.098869,Westminster,Shoplifting,Low,2024-03-09 01:02:00,2024-03-10 18:02:00,"(51.521864, -0.092936)"
51.495094,-0.076267,Southwark,Shoplifting,Low,2024-02-27 22:32:00,2024-02-29 05:32:00,"(51.480931, -0.091071)"
51.522918,-0.075144,Southwark,Shoplifting,Low,2024-10-02 21:02:00,2024-10-04 04:02:00,"(51.490059, -0.113573)"
51.506801,-0.086735,Islington,Shoplifting,Low,2024-06-26 01:21:00,2024-06-27 19:21:00,"(51.519884, -0.101663)"
51.495005,-0.109374,Southwark,Burglary,Medium,2024-06-26 19:11:00,2024-06-28 12:11:00,"(51.493334, -0.117008)"
51.495835,-0.082168,City of London,Public order,Medium,2024-06-24 10:48:00,2024-06-25 12:48:00,"(51.507217, -0.080719)"
51.495888,-0.074601,Southwark,Burglary,Medium,2024-03-24 15:21:00,2024-03-24 23:21:00,"(51.50897, -0.075042)"
51.484638,-0.079457,Southwark,Drugs,Medium,2024-07-28 02:19:00,2024-07-28 17:19:00,"(51.522053, -0.104465)"
51.521033,-0.074599,Hackney,Violence and sexual offences,High,2024-07-24 00:48:00,2024-07-24 15:48:00,"(51.525928, -0.114225)"
51.496499,-0.093079,City of London,Theft,Low,2024-12-02 06:02:00,2024-12-04 04:02:00,"(51.525682, -0.075212)"
51.483083,-0.10373,City of London,Robbery,High,2024-10-05 02:00:00,2024-10-05 23:00:00,"(51.497775, -0.119734)"
51.50476,-0.085354,Hackney,Robbery,High,2024-06-23 23:03:00,2024-06-25 04:03:00,"(51.510263, -0.104586)"
51.520602,-0.110861,Westminster,Violence and sexual offences,High,2024-04-17 10:23:00,2024-04-17 21:23:00,"(51.497151, -0.097923)"
51.521202,-0.088778,Camden,Shoplifting,Low,2024-06-10 03:08:00,2024-06-11 19:08:00,"(51.512936, -0.115767)"
51.517189,-0.115467,Southwark,Burglary,Medium,2024-10-07 09:18:00,2024-10-09 02:18:00,"(51.51935, -0.085343)"
51.514294,-0.07819,Islington,Violence and sexual offences,High,2024-12-27 13:32:00,2024-12-28 10:32:00,"(51.506896, -0.102897)"
51.511997,-0.085686,City of London,Bicycle theft,Low,2024-04-25 09:37:00,2024-04-26 20:37:00,"(51.48616, -0.09263)"
51.494884,-0.07915,City of London,Robbery,High,2024-05-08 04:34:00,2024-05-08 06:34:00,"(51.484108, -0.092848)"
51.523225,-0.090715,Islington,Burglary,Medium,2024-06-11 21:28:00,2024-06-13 02:28:00,"(51.505315, -0.10026)"
51.504302,-0.104569,Southwark,Robbery,High,2024-07-11 09:24:00,2024-07-13 04:24:00,"(51.486645, -0.070243)"
51.490316,-0.102103,Camden,Shoplifting,Low,2024-11-21 03:23:00,2024-11-23 01:23:00,"(51.518138, -0.096083)"
51.504831,-0.100641,Southwark,Burglary,Medium,2024-07-22 09:21:00,2024-07-22 16:21:00,"(51.5197, -0.110371)"
51.502457,-0.103267,Islington,Theft,Low,2024-02-09 19:30:00,2024-02-09 23:30:00,"(51.491597, -0.108477)"
51.49682,-0.087637,Camden,Robbery,High,2024-07-06 17:34:00,2024-07-07 05:34:00,"(51.486766, -0.073819)"
51.490859,-0.105981,Camden,Drugs,Medium,2024-11-13 21:53:00,2024-11-15 15:53:00,"(51.496749, -0.077428)"
51.50473,-0.078534,Hackney,Bicycle theft,Low,2024-08-05 07:43:00,2024-08-05 12:43:00,"(51.483517, -0.085352)"
51.482229,-0.10165,Hackney,Theft,Low,2024-09-28 02:26:00,2024-09-29 18:26:00,"(51.525637, -0.099796)"
51.516717,-0.110764,Southwark,Bicycle theft,Low,2024-03-16 18:54:00,2024-03-18 04:54:00,"(51.486169, -0.118085)"
51.48666,-0.106024,Southwark,Robbery,High,2024-11-03 22:54:00,2024-11-04 20:54:00,"(51.487076, -0.117841)"
51.4997,-0.114383,Islington,Robbery,High,2024-12-25 12:38:00,2024-12-27 12:38:00,"(51.526666, -0.08845)"
51.528657,-0.101492,Westminster,Burglary,Medium,2024-05-13 09:49:00,2024-05-14 23:49:00,"(51.488514, -0.097399)"
51.484347,-0.096731,Hackney,Bicycle theft,Low,2024-09-26 06:56:00,2024-09-28 01:56:00,"(51.483639, -0.087641)"
51.493246,-0.117612,Southwark,Drugs,Medium,2024-03-03 20:59:00,2024-03-04 01:59:00,"(51.51294, -0.076096)"
51.500934,-0.093515,Camden,Theft,Low,2024-11-12 03:59:00,2024-11-12 19:59:00,"(51.484009, -0.088695)"
51.507863,-0.087768,Islington,Shoplifting,Low,2024-04-27 08:03:00,2024-04-27 17:03:00,"(51.504433, -0.092711)"
51.500946,-0.106369,Westminster,Shoplifting,Low,2024-06-23 09:23:00,2024-06-24 02:23:00,"(51.488171, -0.078453)"
51.510726,-0.077579,Camden,Bicycle theft,Low,2024-07-02 07:27:00,2024-07-02 21:27:00,"(51.483264, -0.070445)"
51.524861,-0.117686,Hackney,Robbery,High,2024-01-17 08:37:00,2024-01-18 00:37:00,"(51.485091, -0.089353)"
51.524157,-0.104899,Southwark,Public order,Medium,2024-06-28 09:49:00,2024-06-30 04:49:00,"(51.515807, -0.087814)"
51.522635,-0.104606,Southwark,Burglary,Medium,2024-03-03 06:38:00,2024-03-04 21:38:00,"(51.498005, -0.116781)"
51.502297,-0.086913,Camden,Violence and sexual offences,High,2024-02-19 07:34:00,2024-02-20 09:34:00,"(51.519519, -0.07245)"
51.499992,-0.103532,Hackney,Drugs,Medium,2024-03-13 09:39:00,2024-03-14 07:39:00,"(51.529491, -0.119974)"
51.519558,-0.092137,Southwark,Robbery,High,2024-01-26 10:31:00,2024-01-27 15:31:00,"(51.492436, -0.08695)"
51.522583,-0.083492,City of London,Burglary,Medium,2024-11-28 13:35:00,2024-11-30 09:35:00,"(51.528791, -0.105035)"
51.517154,-0.075796,Southwark,Drugs,Medium,2024-10-13 20:48:00,2024-10-15 04:48:00,"(51.493712, -0.106288)"
51.50317,-0.103765,City of London,Theft,Low,2024-04-18 05:12:00,2024-04-19 14:12:00,"(51.485252, -0.114704)"
51.520234,-0.098197,Hackney,Drugs,Medium,2024-08-22 03:19:00,2024-08-23 00:19:00,"(51.5185, -0.089346)"
51.499987,-0.091736,Westminster,Violence and sexual offences,High,2024-10-04 14:50:00,2024-10-05 15:50:00,"(51.507445, -0.106236)"
51.482583,-0.071712,Hackney,Robbery,High,2024-02-01 09:15:00,2024-02-02 20:15:00,"(51.506124, -0.118574)"
51.484496,-0.109745,Southwark,Public order,Medium,2024-07-22 03:17:00,2024-07-22 11:17:00,"(51.528151, -0.083328)"
51.509757,-0.083415,Southwark,Theft,Low,2024-11-27 02:50:00,2024-11-27 06:50:00,"(51.529956, -0.105492)"
51.51862,-0.111817,Tower Hamlets,Drugs,Medium,2024-02-05 01:02:00,2024-02-05 05:02:00,"(51.488153, -0.082594)"
51.49854,-0.07722,Southwark,Theft,Low,2024-08-23 13:49:00,2024-08-24 09:49:00,"(51.488114, -0.107426)"
51.497374,-0.115628,Islington,Shoplifting,Low,2024-10-26 16:39:00,2024-10-27 08:39:00,"(51.509846, -0.083006)"
51.483955,-0.10751,Camden,Violence and sexual offences,High,2024-01-09 03:45:00,2024-01-10 02:45:00,"(51.487254, -0.086759)"
51.511514,-0.077164,Southwark,Theft,Low,2024-02-21 13:13:00,2024-02-22 18:13:00,"(51.516483, -0.113466)"
51.484675,-0.089737,Westminster,Robbery,High,2024-07-27 16:19:00,2024-07-29 00:19:00,"(51.493096, -0.114105)"
51.483531,-0.117282,Tower Hamlets,Drugs,Medium,2024-05-05 10:11:00,2024-05-06 04:11:00,"(51.525133, -0.116507)"
51.521284,-0.102153,Camden,Shoplifting,Low,2024-01-24 02:48:00,2024-01-25 00:48:00,"(51.519189, -0.114961)"
51.499149,-0.119616,Tower Hamlets,Public order,Medium,2024-12-10 08:42:00,2024-12-12 02:42:00,"(51.498059, -0.072785)"
51.50589,-0.101053,City of London,Burglary,Medium,2024-09-22 11:36:00,2024-09-24 06:36:00,"(51.526722, -0.097933)"
51.518833,-0.079644,Westminster,Robbery,High,2024-05-23 13:43:00,2024-05-23 20:43:00,"(51.486283, -0.11173)"
51.513047,-0.095084,Tower Hamlets,Burglary,Medium,2024-08-15 22:23:00,2024-08-16 21:23:00,"(51.484635, -0.107386)"
51.494574,-0.104582,Camden,Drugs,Medium,2024-07-28 06:41:00,2024-07-28 17:41:00,"(51.521791, -0.090249)"
51.518162,-0.111719,City of London,Burglary,Medium,2024-07-24 20:52:00,2024-07-25 01:52:00,"(51.499129, -0.071278)"
51.484363,-0.116536,City of London,Drugs,Medium,2024-10-02 13:20:00,2024-10-04 02:20:00,"(51.529212, -0.071224)"
51.502463,-0.110392,Camden,Public order,Medium,2024-01-09 03:30:00,2024-01-09 19:30:00,"(51.528081, -0.085424)"
51.486434,-0.088869,Hackney,Theft,Low,2024-04-10 12:21:00,2024-04-11 18:21:00,"(51.496676, -0.088576)"
51.512263,-0.098738,Tower Hamlets,Violence and sexual offences,High,2024-11-26 20:27:00,2024-11-28 20:27:00,"(51.52251, -0.115437)"
51.482368,-0.099,Southwark,Theft,Low,2024-02-19 16:17:00,2024-02-21 06:17:00,"(51.524043, -0.106538)"
51.526401,-0.111467,Tower Hamlets,Theft,Low,2024-01-02 04:13:00,2024-01-02 23:13:00,"(51.514319, -0.092172)"
51.527933,-0.114441,City of London,Burglary,Medium,2024-03-26 23:58:00,2024-03-28 13:58:00,"(51.494562, -0.094747)"
51.495264,-0.074343,City of London,Theft,Low,2024-12-14 14:38:00,2024-12-16 14:38:00,"(51.483601, -0.092078)"
51.527333,-0.103941,City of London,Theft,Low,2024-03-10 17:26:00,2024-03-12 05:26:00,"(51.501559, -0.085497)"
51.52733,-0.113713,City of London,Public order,Medium,2024-01-10 21:03:00,2024-01-12 00:03:00,"(51.521041, -0.117686)"
51.512339,-0.073672,Southwark,Public order,Medium,2024-03-05 08:03:00,2024-03-06 12:03:00,"(51.504819, -0.088559)"
51.514961,-0.115616,City of London,Bicycle theft,Low,2024-04-06 13:21:00,2024-04-07 21:21:00,"(51.495406, -0.082126)"
51.515467,-0.11405,Camden,Burglary,Medium,2024-04-21 12:12:00,2024-04-23 08:12:00,"(51.50153, -0.116814)"
51.528629,-0.071307,Camden,Burglary,Medium,2024-12-11 22:41:00,2024-12-12 05:41:00,"(51.517663, -0.113248)"
51.516729,-0.114328,Hackney,Theft,Low,2024-06-28 09:44:00,2024-06-28 12:44:00,"(51.508844, -0.09768)"
51.511897,-0.111644,Southwark,Bicycle theft,Low,2024-05-22 15:39:00,2024-05-23 00:39:00,"(51.498145, -0.115343)"
51.517069,-0.102018,Hackney,Drugs,Medium,2024-10-13 07:26:00,2024-10-15 01:26:00,"(51.528614, -0.090044)"
51.501103,-0.10493,Camden,Violence and sexual offences,High,2024-12-17 03:58:00,2024-12-17 13:58:00,"(51.51258, -0.094285)"
51.516694,-0.113401,Hackney,Drugs,Medium,2024-03-11 04:52:00,2024-03-11 06:52:00,"(51.491745, -0.095598)"
51.500694,-0.114351,Southwark,Bicycle theft,Low,2024-06-16 16:56:00,2024-06-18 13:56:00,"(51.492617, -0.11903)"
51.485828,-0.071651,Camden,Burglary,Medium,2024-01-18 16:18:00,2024-01-19 01:18:00,"(51.494306, -0.084946)"
51.490164,-0.096969,Islington,Shoplifting,Low,2024-06-20 14:58:00,2024-06-20 18:58:00,"(51.527734, -0.086738)"
51.52434,-0.078877,Southwark,Public order,Medium,2024-04-02 18:45:00,2024-04-03 06:45:00,"(51.52722, -0.074108)"
51.512771,-0.074623,Islington,Robbery,High,2024-11-17 05:07:00,2024-11-17 21:07:00,"(51.483327, -0.096477)"
51.504682,-0.118838,Hackney,Shoplifting,Low,2024-07-16 18:42:00,2024-07-17 23:42:00,"(51.492153, -0.107023)"
51.491692,-0.081191,Southwark,Theft,Low,2024-03-17 11:01:00,2024-03-17 13:01:00,"(51.499728, -0.117167)"
51.500266,-0.109905,City of London,Robbery,High,2024-06-28 01:47:00,2024-06-29 01:47:00,"(51.495667, -0.070055)"
51.516638,-0.09192,Tower Hamlets,Shoplifting,Low,2024-05-13 01:30:00,2024-05-14 11:30:00,"(51.497009, -0.093328)"
51.52665,-0.073002,Southwark,Theft,Low,2024-07-13 13:50:00,2024-07-14 05:50:00,"(51.487789, -0.092109)"
51.496851,-0.099013,Islington,Burglary,Medium,2024-07-08 16:03:00,2024-07-09 00:03:00,"(51.496407, -0.105797)"
51.505351,-0.096055,Westminster,Drugs,Medium,2024-09-25 01:34:00,2024-09-25 12:34:00,"(51.521656, -0.07382)"
51.489156,-0.073132,City of London,Public order,Medium,2024-07-22 22:11:00,2024-07-23 02:11:00,"(51.504153, -0.101757)"
51.529147,-0.079482,Hackney,Robbery,High,2024-09-06 01:48:00,2024-09-07 17:48:00,"(51.50033, -0.107953)"
51.494915,-0.082562,Westminster,Bicycle theft,Low,2024-06-12 16:21:00,2024-06-13 12:21:00,"(51.491127, -0.094084)"
51.525801,-0.096957,City of London,Public order,Medium,2024-10-11 21:29:00,2024-10-12 09:29:00,"(51.489104, -0.09616)"
51.512633,-0.077858,Southwark,Shoplifting,Low,2024-08-01 03:37:00,2024-08-01 04:37:00,"(51.521016, -0.108331)"
51.519198,-0.105534,Hackney,Bicycle theft,Low,2024-03-23 03:49:00,2024-03-24 04:49:00,"(51.522906, -0.112014)"
51.49382,-0.092328,City of London,Violence and sexual offences,High,2024-12-28 10:31:00,2024-12-28 11:31:00,"(51.507263, -0.11814)"
51.494115,-0.112796,Westminster,Violence and sexual offences,High,2024-08-21 16:54:00,2024-08-22 14:54:00,"(51.486479, -0.101522)"
51.509403,-0.11311,Hackney,Bicycle theft,Low,2024-12-14 12:54:00,2024-12-15 09:54:00,"(51.497559, -0.07549)"
51.508589,-0.099146,Islington,Public order,Medium,2024-01-27 01:33:00,2024-01-28 03:33:00,"(51.525259, -0.087418)"
51.512043,-0.073678,Hackney,Robbery,High,2024-08-01 04:25:00,2024-08-01 12:25:00,"(51.49197, -0.076664)"
51.485049,-0.085059,City of London,Burglary,Medium,2024-02-14 02:08:00,2024-02-14 16:08:00,"(51.502391, -0.10653)"
51.518689,-0.089886,Hackney,Shoplifting,Low,2024-10-26 04:13:00,2024-10-27 03:13:00,"(51.510444, -0.0977)"
51.529967,-0.119926,City of London,Robbery,High,2024-04-06 15:31:00,2024-04-06 23:31:00,"(51.507406, -0.11811)"
51.488467,-0.105283,Southwark,Theft,Low,2024-01-24 02:33:00,2024-01-24 18:33:00,"(51.489733, -0.097346)"
51.50425,-0.116934,Southwark,Theft,Low,2024-05-26 14:32:00,2024-05-28 14:32:00,"(51.496896, -0.077996)"
51.51269,-0.086273,Tower Hamlets,Public order,Medium,2024-11-11 02:04:00,2024-11-11 23:04:00,"(51.513208, -0.088281)"
51.508329,-0.073928,Islington,Robbery,High,2024-06-12 22:23:00,2024-06-13 03:23:00,"(51.522634, -0.098119)"
51.494815,-0.105144,Hackney,Public order,Medium,2024-03-05 13:40:00,2024-03-06 08:40:00,"(51.489439, -0.107772)"
51.521811,-0.081997,Southwark,Violence and sexual offences,High,2024-11-19 11:31:00,2024-11-20 21:31:00,"(51.51856, -0.10922)"
51.502446,-0.109452,City of London,Violence and sexual offences,High,2024-04-25 12:12:00,2024-04-27 08:12:00,"(51.527689, -0.105472)"
51.523339,-0.102421,Tower Hamlets,Theft,Low,2024-05-06 16:56:00,2024-05-07 23:56:00,"(51.496495, -0.070054)"
51.484674,-0.071978,Southwark,Violence and sexual offences,High,2024-01-28 23:52:00,2024-01-29 16:52:00,"(51.489989, -0.09404)"
51.502793,-0.11797,Hackney,Drugs,Medium,2024-06-18 01:08:00,2024-06-19 09:08:00,"(51.501535, -0.090187)"
51.48522,-0.103882,Camden,Public order,Medium,2024-10-12 01:36:00,2024-10-14 00:36:00,"(51.495505, -0.073328)"
51.507428,-0.094841,City of London,Violence and sexual offences,High,2024-01-14 19:36:00,2024-01-15 02:36:00,"(51.503597, -0.082151)"
51.52741,-0.07776,Camden,Violence and sexual offences,High,2024-03-24 20:45:00,2024-03-25 13:45:00,"(51.518028, -0.103284)"
51.491872,-0.088721,Southwark,Shoplifting,Low,2024-02-13 10:34:00,2024-02-15 00:34:00,"(51.501617, -0.119551)"
51.517442,-0.11091,Hackney,Burglary,Medium,2024-02-17 02:07:00,2024-02-17 11:07:00,"(51.526641, -0.111978)"
51.495886,-0.08234,Islington,Shoplifting,Low,2024-08-28 12:40:00,2024-08-30 11:40:00,"(51.490569, -0.102921)"
51.510711,-0.119255,Camden,Robbery,High,2024-11-11 06:16:00,2024-11-11 22:16:00,"(51.501941, -0.090799)"
51.485256,-0.085955,Westminster,Drugs,Medium,2024-07-13 09:29:00,2024-07-13 19:29:00,"(51.4978, -0.099433)"
51.486075,-0.117536,Westminster,Violence and sexual offences,High,2024-03-06 22:29:00,2024-03-08 05:29:00,"(51.504309, -0.104659)"
51.51165,-0.070145,City of London,Bicycle theft,Low,2024-06-26 05:36:00,2024-06-26 13:36:00,"(51.501066, -0.083001)"
51.496677,-0.080969,Islington,Robbery,High,2024-08-19 21:39:00,2024-08-20 03:39:00,"(51.520091, -0.119498)"
51.519921,-0.070183,City of London,Theft,Low,2024-04-13 22:43:00,2024-04-14 02:43:00,"(51.489635, -0.119957)"
51.516778,-0.108858,Hackney,Robbery,High,2024-06-28 23:17:00,2024-06-30 11:17:00,"(51.521614, -0.08728)"
51.518027,-0.099224,Hackney,Theft,Low,2024-07-06 17:26:00,2024-07-08 01:26:00,"(51.512297, -0.070096)"
51.519855,-0.081076,Camden,Shoplifting,Low,2024-06-22 03:19:00,2024-06-22 23:19:00,"(51.514954, -0.088899)"
51.514734,-0.110679,Camden,Shoplifting,Low,2024-11-24 11:40:00,2024-11-25 05:40:00,"(51.525799, -0.074087)"
51.480706,-0.1032,Tower Hamlets,Burglary,Medium,2024-01-19 14:34:00,2024-01-20 00:34:00,"(51.49486, -0.078136)"
51.516022,-0.083653,Westminster,Robbery,High,2024-10-18 22:32:00,2024-10-19 20:32:00,"(51.524189, -0.115245)"
51.494377,-0.117917,Islington,Violence and sexual offences,High,2024-10-11 22:47:00,2024-10-12 18:47:00,"(51.510205, -0.094946)"
51.492067,-0.088246,Islington,Robbery,High,2024-06-15 11:56:00,2024-06-16 01:56:00,"(51.515388, -0.092701)"
51.497717,-0.074883,Southwark,Bicycle theft,Low,2024-03-20 17:33:00,2024-03-21 20:33:00,"(51.504629, -0.106152)"
51.504009,-0.112398,Southwark,Theft,Low,2024-06-21 04:32:00,2024-06-22 22:32:00,"(51.498994, -0.070239)"
51.516074,-0.117394,Southwark,Robbery,High,2024-02-04 11:48:00,2024-02-06 05:48:00,"(51.482646, -0.076209)"
51.517675,-0.080421,Camden,Violence and sexual offences,High,2024-02-13 22:59:00,2024-02-14 10:59:00,"(51.500327, -0.115977)"
51.505885,-0.110239,Islington,Theft,Low,2024-03-06 16:13:00,2024-03-07 10:13:00,"(51.495651, -0.105279)"
51.507209,-0.09024,Westminster,Public order,Medium,2024-11-11 01:18:00,2024-11-12 14:18:00,"(51.489058, -0.116764)"
51.481548,-0.097514,City of London,Robbery,High,2024-04-08 10:54:00,2024-04-09 20:54:00,"(51.489931, -0.08569)"
51.485668,-0.089307,Tower Hamlets,Drugs,Medium,2024-06-14 13:09:00,2024-06-16 11:09:00,"(51.529565, -0.07977)"
51.520384,-0.117203,Camden,Public order,Medium,2024-05-14 17:37:00,2024-05-15 11:37:00,"(51.51827, -0.112699)"
51.519958,-0.086468,Westminster,Bicycle theft,Low,2024-05-09 11:44:00,2024-05-10 11:44:00,"(51.508402, -0.071239)"
51.512883,-0.114689,Islington,Shoplifting,Low,2024-11-15 06:13:00,2024-11-16 04:13:00,"(51.524019, -0.072113)"
51.481488,-0.112409,Tower Hamlets,Shoplifting,Low,2024-06-28 12:02:00,2024-06-29 04:02:00,"(51.516148, -0.092529)"
51.494749,-0.109037,Tower Hamlets,Drugs,Medium,2024-08-17 23:05:00,2024-08-19 18:05:00,"(51.521216, -0.106184)"
51.498574,-0.08723,Westminster,Public order,Medium,2024-01-18 12:41:00,2024-01-19 17:41:00,"(51.49113, -0.109941)"
51.518545,-0.0708,City of London,Burglary,Medium,2024-08-13 12:47:00,2024-08-14 15:47:00,"(51.506156, -0.078924)"
51.501594,-0.096073,Southwark,Bicycle theft,Low,2024-09-27 16:39:00,2024-09-28 12:39:00,"(51.513206, -0.079916)"
51.481812,-0.095954,City of London,Violence and sexual offences,High,2024-04-20 16:25:00,2024-04-21 04:25:00,"(51.498599, -0.086016)"
51.484011,-0.099819,Camden,Shoplifting,Low,2024-07-10 03:05:00,2024-07-10 04:05:00,"(51.529424, -0.097788)"
51.498003,-0.078604,Hackney,Burglary,Medium,2024-03-07 08:32:00,2024-03-09 02:32:00,"(51.485099, -0.089346)"
51.483904,-0.084846,Hackney,Burglary,Medium,2024-12-26 07:06:00,2024-12-26 17:06:00,"(51.492881, -0.085802)"
51.517708,-0.091494,Camden,Shoplifting,Low,2024-09-07 13:06:00,2024-09-07 20:06:00,"(51.491609, -0.072691)"
51.502302,-0.077145,Southwark,Robbery,High,2024-12-18 00:01:00,2024-12-19 01:01:00,"(51.49078, -0.090869)"
51.52637,-0.088732,Southwark,Shoplifting,Low,2024-04-15 15:31:00,2024-04-17 02:31:00,"(51.529629, -0.083494)"
51.527344,-0.102395,Hackney,Theft,Low,2024-09-20 21:00:00,2024-09-21 06:00:00,"(51.496306, -0.093256)"
51.515528,-0.081004,City of London,Burglary,Medium,2024-04-17 15:52:00,2024-04-17 20:52:00,"(51.481135, -0.119912)"
51.493219,-0.099533,City of London,Violence and sexual offences,High,2024-07-23 17:49:00,2024-07-24 17:49:00,"(51.481255, -0.092646)"
51.483665,-0.107618,Westminster,Shoplifting,Low,2024-04-04 00:27:00,2024-04-04 09:27:00,"(51.51072, -0.10631)"
51.515491,-0.107035,Camden,Violence and sexual offences,High,2024-09-10 11:19:00,2024-09-11 03:19:00,"(51.507634, -0.077993)"
51.511247,-0.099939,Tower Hamlets,Public order,Medium,2024-08-15 05:29:00,2024-08-16 22:29:00,"(51.519796, -0.11528)"
51.518358,-0.080925,Westminster,Robbery,High,2024-11-17 15:36:00,2024-11-18 12:36:00,"(51.503907, -0.111786)"
51.513104,-0.106919,Westminster,Robbery,High,2024-05-27 14:09:00,2024-05-28 05:09:00,"(51.525491, -0.111262)"
51.510061,-0.113003,Hackney,Public order,Medium,2024-10-05 05:32:00,2024-10-06 09:32:00,"(51.49803, -0.106835)"
51.511547,-0.09822,Westminster,Robbery,High,2024-05-25 01:54:00,2024-05-26 02:54:00,"(51.522835, -0.096016)"
51.499899,-0.116926,Tower Hamlets,Theft,Low,2024-03-27 23:25:00,2024-03-28 10:25:00,"(51.508514, -0.083902)"
51.528115,-0.103267,Tower Hamlets,Violence and sexual offences,High,2024-02-09 08:34:00,2024-02-09 18:34:00,"(51.49024, -0.097133)"
51.521634,-0.11003,Westminster,Robbery,High,2024-10-11 05:46:00,2024-10-12 19:46:00,"(51.525614, -0.119571)"
51.517997,-0.105388,Southwark,Theft,Low,2024-03-04 10:20:00,2024-03-05 18:20:00,"(51.524088, -0.114207)"
51.481273,-0.111252,Westminster,Burglary,Medium,2024-09-24 20:55:00,2024-09-25 22:55:00,"(51.48732, -0.107704)"
51.510692,-0.090466,Southwark,Bicycle theft,Low,2024-03-23 10:05:00,2024-03-24 05:05:00,"(51.481785, -0.102476)"
51.525449,-0.096687,Hackney,Public order,Medium,2024-07-23 14:33:00,2024-07-25 02:33:00,"(51.514365, -0.076602)"
51.492792,-0.090203,Tower Hamlets,Drugs,Medium,2024-01-26 18:27:00,2024-01-27 08:27:00,"(51.482342, -0.108734)"
51.492243,-0.07389,Westminster,Drugs,Medium,2024-01-12 08:52:00,2024-01-12 14:52:00,"(51.526308, -0.071724)"
51.502492,-0.078266,Islington,Robbery,High,2024-11-12 17:47:00,2024-11-13 02:47:00,"(51.49357, -0.116608)"
51.488473,-0.101848,Tower Hamlets,Public order,Medium,2024-10-25 01:18:00,2024-10-26 13:18:00,"(51.480154, -0.070934)"
51.510679,-0.081134,Westminster,Theft,Low,2024-10-24 08:08:00,2024-10-26 05:08:00,"(51.497027, -0.103477)"
51.482435,-0.118405,Tower Hamlets,Robbery,High,2024-07-14 19:17:00,2024-07-16 03:17:00,"(51.504166, -0.080506)"
51.489663,-0.105014,Camden,Public order,Medium,2024-06-24 13:13:00,2024-06-25 02:13:00,"(51.491171, -0.097833)"
51.506175,-0.111096,Southwark,Violence and sexual offences,High,2024-07-15 16:58:00,2024-07-15 21:58:00,"(51.527656, -0.116095)"
51.486438,-0.117716,Southwark,Bicycle theft,Low,2024-07-25 20:47:00,2024-07-26 01:47:00,"(51.503311, -0.073227)"
51.500218,-0.116519,Tower Hamlets,Drugs,Medium,2024-06-17 23:45:00,2024-06-18 22:45:00,"(51.494333, -0.080857)"
51.512521,-0.085585,Islington,Theft,Low,2024-06-28 13:34:00,2024-06-28 17:34:00,"(51.508095, -0.08387)"
51.487131,-0.116066,Camden,Theft,Low,2024-07-15 10:08:00,2024-07-15 15:08:00,"(51.51162, -0.075532)"
51.500786,-0.114762,City of London,Bicycle theft,Low,2024-07-03 19:49:00,2024-07-05 09:49:00,"(51.515707, -0.097854)"
51.510912,-0.099623,Tower Hamlets,Theft,Low,2024-03-20 18:49:00,2024-03-20 19:49:00,"(51.504941, -0.098183)"
51.513312,-0.115365,Southwark,Violence and sexual offences,High,2024-04-25 02:50:00,2024-04-26 20:50:00,"(51.525779, -0.115454)"
51.486495,-0.093572,Hackney,Bicycle theft,Low,2024-10-13 13:34:00,2024-10-15 05:34:00,"(51.518299, -0.104534)"
51.508322,-0.1136,Westminster,Violence and sexual offences,High,2024-11-26 15:46:00,2024-11-26 21:46:00,"(51.51184, -0.098826)"
